id,name,sex,age,height,weight,team,noc,year,season,city,sport,event_x,medal,event_y,substance,flagged,result,result_100m_mens_london,result_100m_womens_rio,result_100m_womens_london,result_200m_mens_rio,result_200m_mens_london,result_200m_womens_rio,result_200m_womens_london,result_110h_mens_rio,result_110h_mens_london,result_100h_womens_rio,result_100h_womens_london,result_3000steep_mens_rio,result_3000steep_mens_london,result_3000steep_womens_rio,result_3000steep_womens_london,result_marathon_mens_rio,result_marathon_mens_london,result_marathon_womens_rio,result_marathon_womens_london,result_20km_mens_rio,result_20km_mens_london,result_20km_womens_rio,result_20km_womens_london,result_400m_mens_rio,result_400m_mens_london,result_400m_womens_rio,result_400m_womens_london,result_5000m_mens_rio,result_5000m_mens_london,result_5000m_womens_rio,result_5000m_womens_london,result_800m_mens_rio,result_800m_mens_london,result_800m_womens_rio,result_800m_womens_london,result_discus_mens_rio,result_discus_mens_london,result_discus_womens_rio,result_discus_womens_london
127594,eva nvltov,F,30.0,162.0,48.0,Czech Republic,CZE,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127600,marija vraji,F,39.0,169.0,51.0,Croatia,CRO,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127740,nataliya vyatkina,F,29.0,176.0,58.0,Belarus,BLR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127759,yevhen vynohradov,M,32.0,195.0,105.0,Ukraine,UKR,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127784,simon wachira,M,32.0,170.0,65.0,Kenya,KEN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127915,stepan wagner,M,30.0,187.0,79.0,Czech Republic,CZE,2012,Summer,London,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127933,sunayna wahi,F,25.0,,,Suriname,SUR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127981,lennie waite,F,30.0,172.0,59.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128024,chris walasi,M,32.0,170.0,70.0,Solomon Islands,SOL,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,11.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128033,keshorn walcott,M,19.0,183.0,90.0,Trinidad and Tobago,TTO,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128033,keshorn walcott,M,23.0,183.0,90.0,Trinidad and Tobago,TTO,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128088,brad walker,M,31.0,188.0,86.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's Pole Vault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128123,melaine walker,F,29.0,165.0,53.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128263,chavaughn walsh,M,28.0,180.0,66.0,Antigua and Barbuda,ANT,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128272,julian walsh,M,19.0,175.0,75.0,Japan,JPN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128272,julian walsh,M,19.0,175.0,75.0,Japan,JPN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128281,tahir walsh,M,22.0,182.0,91.0,Antigua and Barbuda,ANT,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128283,tomas walsh,M,24.0,185.0,120.0,New Zealand,NZL,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128366,margaret wambui,F,20.0,,66.0,Kenya,KEN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:56.89,,,,,
128366,margaret wambui,F,20.0,,66.0,Kenya,KEN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:59.21,,,,,
128429,wang chunyu,F,21.0,175.0,55.0,China,CHN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128476,wang jiali,F,26.0,160.0,50.0,China,CHN,2012,Summer,London,Athletics,Athletics Women's Marathon,,Marathon,Biological passport,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128478,wang jianan,M,19.0,185.0,72.0,China,CHN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128614,wang xueqin,F,21.0,162.0,50.0,China,CHN,2012,Summer,London,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128637,wang yu,M,24.0,190.0,65.0,China,CHN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128646,wang zhen,M,20.0,180.0,62.0,China,CHN,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128646,wang zhen,M,24.0,180.0,62.0,China,CHN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128647,wang zhendong,M,25.0,180.0,55.0,China,CHN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128648,wang zheng,F,28.0,175.0,105.0,China,CHN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128674,grace njue,F,37.0,162.0,43.0,Kenya,KEN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,1:37:49,,,,,,,,,,,,,,,,,
128701,gareth warburton,M,29.0,186.0,72.0,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Men's 800 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:46.97,,,,,,
128717,jared ward,M,27.0,178.0,66.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,,,,,,,,,,,,,,,,,,,,2:11:30,,,,,,,,,,,,,,,,,,,,,,,
128755,karsten warholm,M,20.0,187.0,78.0,Norway,NOR,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128773,damian warner,M,22.0,185.0,83.0,Canada,CAN,2012,Summer,London,Athletics,Athletics Men's Decathlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128773,damian warner,M,26.0,185.0,83.0,Canada,CAN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128776,justyn warner,M,25.0,177.0,79.0,Canada,CAN,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128776,justyn warner,M,25.0,177.0,79.0,Canada,CAN,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128776,justyn warner,M,25.0,177.0,79.0,Canada,CAN,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128945,julien watrin,M,24.0,185.0,74.0,Belgium,BEL,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128987,sage watson,F,22.0,180.0,57.0,Canada,CAN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128987,sage watson,F,22.0,180.0,57.0,Canada,CAN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128997,mitchell watt,M,24.0,184.0,83.0,Australia,AUS,2012,Summer,London,Athletics,Athletics Men's Long Jump,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129082,ameer webb,M,25.0,180.0,82.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129138,julian weber,M,21.0,191.0,98.0,Germany,GER,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129231,alexis weeks,F,19.0,168.0,59.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129297,wei yongli,F,20.0,168.0,58.0,China,CHN,2012,Summer,London,Athletics,Athletics Women's 100 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129297,wei yongli,F,24.0,168.0,58.0,China,CHN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129297,wei yongli,F,24.0,168.0,58.0,China,CHN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129312,gnther weidlinger,M,34.0,169.0,54.0,Austria,AUT,2012,Summer,London,Athletics,Athletics Men's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129333,laura weightman,F,21.0,172.0,56.0,Great Britain,GBR,2012,Summer,London,Athletics,"Athletics Women's 1,500 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129333,laura weightman,F,25.0,172.0,56.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129334,lisa weightman,F,33.0,157.0,44.0,Australia,AUS,2012,Summer,London,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,2:34:41,2:27:32,,,,,,,,,,,,,,,,,,,,
129334,lisa weightman,F,37.0,157.0,44.0,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,2:34:41,2:27:32,,,,,,,,,,,,,,,,,,,,
129409,warren weir,M,22.0,178.0,75.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Men's 200 metres,Bronze,,,,,,,,,19.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129409,warren weir,M,22.0,178.0,75.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Men's 200 metres,Bronze,,,,,,,,,20.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129409,warren weir,M,22.0,178.0,75.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Men's 200 metres,Bronze,,,,,,,,,20.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129445,lukas weihaidinger,M,24.0,197.0,130.0,Austria,AUT,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.95,,,
129470,silvia weissteiner,F,33.0,163.0,46.0,Italy,ITA,2012,Summer,London,Athletics,"Athletics Women's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:06.81,,,,,,,,
129512,eloise wellings,F,29.0,172.0,52.0,Australia,AUS,2012,Summer,London,Athletics,"Athletics Women's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:01.59,15:35.53,,,,,,,,
129512,eloise wellings,F,29.0,172.0,52.0,Australia,AUS,2012,Summer,London,Athletics,"Athletics Women's 10,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129512,eloise wellings,F,33.0,172.0,52.0,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:01.59,15:35.53,,,,,,,,
129512,eloise wellings,F,33.0,172.0,52.0,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129536,kellie wells,F,30.0,163.0,57.0,United States,USA,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,Bronze,,,,,,,,,,,,,,,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129536,kellie wells,F,30.0,163.0,57.0,United States,USA,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,Bronze,,,,,,,,,,,,,,,12.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129536,kellie wells,F,30.0,163.0,57.0,United States,USA,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,Bronze,,,,,,,,,,,,,,,12.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129547,sarah wells,F,22.0,167.0,56.0,Canada,CAN,2012,Summer,London,Athletics,Athletics Women's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129615,mihter wendolin,F,25.0,163.0,54.0,Federated States of Micronesia,FSM,2012,Summer,London,Athletics,Athletics Women's 100 metres,,,,,,,,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129657,jennifer wenth,F,25.0,166.0,47.0,Austria,AUT,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:56.11,,,,,,,,,
129744,darrell wesh,M,24.0,183.0,73.0,Haiti,HAI,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129745,marlena wesh,F,21.0,167.0,,Haiti,HAI,2012,Summer,London,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.49,,,,,,,,,,,,
129745,marlena wesh,F,21.0,167.0,,Haiti,HAI,2012,Summer,London,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.98,,,,,,,,,,,,
129795,scott westcott,M,40.0,179.0,64.0,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,,,,,,,,,,,,,,,,,,,,2:22:19,,,,,,,,,,,,,,,,,,,,,,,
129801,alexandra wester,F,22.0,180.0,64.0,Germany,GER,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129924,andrew wheating,M,24.0,196.0,82.0,United States,USA,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130066,ryan whiting,M,25.0,191.0,136.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's Shot Put,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130103,laura whittle,F,31.0,175.0,69.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130110,angela whyte,F,36.0,170.0,62.0,Canada,CAN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130111,annsert whyte,M,28.0,188.0,86.0,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130113,rosemarie whyte,F,25.0,174.0,65.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.79,,,,,,,,,,,,
130113,rosemarie whyte,F,25.0,174.0,65.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.98,,,,,,,,,,,,
130113,rosemarie whyte,F,25.0,174.0,65.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90,,,,,,,,,,,,
130113,rosemarie whyte,F,25.0,174.0,65.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130120,piotr wiaderek,M,28.0,185.0,78.0,Poland,POL,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130254,martin wierig,M,25.0,202.0,124.0,Germany,GER,2012,Summer,London,Athletics,Athletics Men's Discus Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.85,,
130254,martin wierig,M,25.0,202.0,124.0,Germany,GER,2012,Summer,London,Athletics,Athletics Men's Discus Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.13,,
130284,pawe wiesioek,M,24.0,190.0,90.0,Poland,POL,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130566,chrishuna williams,F,23.0,160.0,55.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130568,christania williams,F,21.0,165.0,63.0,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,,,,,,,11.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130568,christania williams,F,21.0,165.0,63.0,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130573,conrad williams,M,30.0,182.0,75.0,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.53,,,,,,,,,,,,,,
130573,conrad williams,M,30.0,182.0,75.0,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.12,,,,,,,,,,,,,,
130573,conrad williams,M,30.0,182.0,75.0,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130574,courtney williams,M,21.0,183.0,82.0,Saint Vincent and the Grenadines,VIN,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,10.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130579,delano williams,M,22.0,180.0,73.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130612,jesse williams,M,28.0,184.0,80.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's High Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130614,jodie williams,F,22.0,174.0,60.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130623,kendell williams,F,21.0,178.0,67.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130625,kimberly williams,F,23.0,178.0,62.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's Triple Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130625,kimberly williams,F,27.0,178.0,62.0,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130626,lauryn williams,F,28.0,160.0,67.0,United States,USA,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130649,paul williams,M,26.0,191.0,85.0,Grenada,GRN,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,10.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130659,rhys williams,M,28.0,185.0,73.0,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,Hurdling,"17β-hydroxyestra-4,9-diene-3-one",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130671,shericka williams,F,26.0,170.0,64.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130673,shermaine williams,F,22.0,176.0,65.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,,,,,,,,,,,,,,,,12.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130673,shermaine williams,F,22.0,176.0,65.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,,,,,,,,,,,,,,,,13.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130673,shermaine williams,F,26.0,176.0,65.0,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,,,,,,,,,,,,,,,,12.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130673,shermaine williams,F,26.0,176.0,65.0,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,,,,,,,,,,,,,,,,13.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130686,tameka williams,F,26.0,165.0,59.0,Saint Kitts and Nevis,SKN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,,Sprinting,Possession and use or attempted use of prohibited substance or method,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130707,novlene mills,F,30.0,168.0,57.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.11,,,,,,,,,,,,
130707,novlene mills,F,30.0,168.0,57.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.91,,,,,,,,,,,,
130707,novlene mills,F,30.0,168.0,57.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88,,,,,,,,,,,,
130707,novlene mills,F,30.0,168.0,57.0,Jamaica,JAM,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130707,novlene mills,F,34.0,168.0,57.0,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130734,nicholas willis,M,29.0,183.0,68.0,New Zealand,NZL,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130734,nicholas willis,M,33.0,183.0,68.0,New Zealand,NZL,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130738,benita johnson,F,33.0,166.0,50.0,Australia,AUS,2012,Summer,London,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130774,aje wilson,F,22.0,173.0,61.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130778,alex wilson,M,21.0,182.0,78.0,Switzerland,SUI,2012,Summer,London,Athletics,Athletics Men's 200 metres,,,,,,,,,,20.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130778,alex wilson,M,21.0,182.0,78.0,Switzerland,SUI,2012,Summer,London,Athletics,Athletics Men's 200 metres,,,,,,,,,,20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130836,jamal wilson,M,27.0,,,Bahamas,BAH,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
